ma_bds,address,total_price,price_per_m2,loại hình,chiều ngang,chiều dài,hướng cửa chính,số phòng ngủ,số phòng tắm,số tầng,diện tích đất công nhận,diện tích sử dụng,đường trước nhà,property_type,area_calculated,latitude,longitude,center_distance_km,địa chỉ chi tiết,diện tích tim tường,nội thất,tên dự án / tòa nhà,tình trạng sử dụng
YCBX4D,"26 Lý Thường Kiệt, P.6, Q.10, TP.HCM",32500000.0,514.24,Nhà mặt tiền,3.8m,17.04m,Tây Nam,8.0,6.0,6.0,63.20m²,360.40m²,15m,street house,63200.06222775358,10.767569956860827,106.70665097219376,1.5876670223058,,,,,
UAVU9S,"98 Nguyễn Du, P.7, Q.Gò Vấp, TP.HCM",18500000.0,163.86,Nhà mặt tiền,4.18m,27.3m,Tây Nam,11.0,11.0,6.0,112.90m²,414.90m²,10m,street house,112901.25717075552,10.841356375052202,106.68909020731192,6.89677804519503,,,,,
6QX408,"375 Nguyễn Sơn, P.Phú Thạnh, Q.Tân Phú, TP.HCM",7300000.0,154.33,Nhà mặt tiền,3.9m,13.3m,Bắc,2.0,2.0,3.0,47.30m²,121.60m²,24m,street house,47301.237607723706,10.787448276685106,106.6381260456342,6.714354735442938,,,,,
GUKH2N,"đường 275, P.Hiệp Phú, TP.Thủ Đức, TP.HCM",6800000.0,90.06,Nhà mặt tiền,5.7m,17.5m,Tây Nam,3.0,2.0,1.0,75.50m²,68.40m²,4.7m,street house,75505.21874306018,10.853945180592069,106.75771412505762,10.415203001757558,,,,,
AC6G7Y,"342 Lê Văn Sỹ, P.2, Q.Tân Bình, TP.HCM",79000000.0,284.67,Nhà mặt tiền,6.5m,34.7m,Nam,3.0,1.0,2.0,277.51m²,192.57m²,,street house,277514.31482066953,10.803924803782188,106.64188460712043,6.795947095457306,,,,,
5HAFR7,"5 Vũ Chí Hiếu, P.13, Q.5, TP.HCM",21000000.0,476.19,Nhà mặt tiền,3.9m,13.3m,Bắc,3.0,2.0,3.0,44.10m²,80.40m²,12m,street house,44100.0441000441,10.767310063605091,106.67561740335641,2.9085821227089235,,,,,
UH12MS,"Thống Nhất, P.16, Q.Gò Vấp, TP.HCM",7800000.0,162.5,Nhà mặt tiền,8m,6m,Đông,3.0,4.0,4.0,48m²,,,street house,48000.0,10.832853291551128,106.68048068866595,6.210604771996974,,,,,
YBHWYD,"2 đường số 19, Thạnh Mỹ Lợi, Q.2, TP.HCM",9500000.0,78.18,Nhà mặt tiền,7.04m,16m,Nam,2.0,1.0,1.0,121.50m²,94.38m²,6m,street house,121514.45382450754,10.778342788681154,106.7529629487653,5.9009215806239865,,,,,
5H6MS7,"đường số 10, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",9500000.0,115.99,Nhà mặt tiền,7.98m,13.43m,Đông Nam,4.0,4.0,2.0,81.90m²,173m²,5.19m,street house,81903.61238037763,10.761150003067035,106.59903479342762,11.128938659358338,,,,,
QAPQTU,"Hương Lộ 2, P.Bình Trị Đông, Q.Bình Tân, TP.HCM",13900000.0,127.52,Nhà mặt tiền,3.95m,41.99m,Tây Nam,5.0,5.0,4.0,109m²,292.90m²,12m,street house,109002.50941028859,10.76465502737084,106.60975903458697,9.905798396305357,,,,,
37U4DQ,"94B1 Phùng Văn Cung, P.7, Q.Phú Nhuận, TP.HCM",26500000.0,350.06,Nhà mặt tiền,4.56m,17.1m,Tây Nam,11.0,11.0,7.0,75.70m²,,,street house,75701.30834714048,10.801828324566696,106.67394554514709,3.6701366013974885,,,,,
8SY2Q3,"498 Mã Lò, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",14500000.0,172.82,Nhà mặt tiền,4.01m,25m,Tây Nam,4.0,3.0,2.0,83.90m²,132m²,9m,street house,83902.32611966207,10.766073262550709,106.60996946002373,9.857740935190273,,,,,
9T709P,"10F Nguyễn Thị Thơi, P.Hiệp Thành, Q.12, TP.HCM",9800000.0,122.34,Nhà mặt tiền,4.1m,25m,Tây Bắc,2.0,2.0,1.0,80.10m²,77.10m²,,street house,80104.62645087461,10.76970803865626,106.69641681029411,1.1506475342918778,,,,,
CWE5QB,"29 Nguyễn Phúc Nguyên, P.10, Q.3, TP.HCM",7500000.0,438.59,Nhà mặt tiền,3.43m,5.06m,Đông,4.0,5.0,5.0,17.10m²,,2.85m,street house,17100.25308374564,10.78780046967127,106.69861587326882,0.8877613524499861,,,,,
J2VUS0,"6 đường số 20, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",5450000.0,95.95,Nhà mặt tiền,4.02m,13.95m,Tây Bắc,2.0,2.0,2.0,56.80m²,75.50m²,8m,street house,56800.41688379364,10.757989856783253,106.59544611972727,11.582612531421535,,,,,
PT9Y2G,"64 Nguyễn Súy, P.Tân Quý, Q.Tân Phú, TP.HCM",15800000.0,217.03,Nhà mặt tiền,4m,18.2m,Tây Bắc,5.0,6.0,4.0,72.80m²,243.80m²,10m,street house,72800.99525411233,10.79563210592546,106.61996154026272,8.822985280291142,,,,,
YK336D,"172A Lê Sát, P.Tân Quý, Q.Tân Phú, TP.HCM",6400000.0,198.14,Nhà mặt tiền,3.3m,12m,Tây,2.0,2.0,2.0,32.30m²,64.70m²,10m,street house,32300.393661047747,10.79230331288548,106.61303557791913,9.506005138773888,,,,,
5YVMS7,"340 đường Huỳnh Văn Bánh, P.10, Q.Phú Nhuận, TP.HCM",17000000.0,366.66,Nhà mặt tiền,4.75m,9.3m,Nam,3.0,3.0,5.0,38.60m²,141.20m²,,street house,46364.47935417007,10.79113135511122,106.68669327910771,1.842541475217706,,,,,
85N6N3,"10 đường TK8, Xã Bà Điểm, H.Hóc Môn, TP.HCM",7900000.0,79.0,Nhà mặt tiền,5m,20m,Tây Bắc,2.0,2.0,3.0,100m²,103m²,12m,street house,100000.0,10.897034100295834,106.58677189910738,17.857074606073297,,,,,
E9WMC4,"667 Tân Sơn, P.12, Q.Gò Vấp, TP.HCM",13900000.0,217.18,Nhà mặt tiền,4.2m,16m,Tây Bắc,4.0,6.0,5.0,64m²,,10m,street house,64002.21014826411,10.831194365632767,106.67008174155143,6.508263584255527,,,,,
EJTWP4,"232 Phạm Ngũ Lão, P.7, Q.Gò Vấp, TP.HCM",7350000.0,165.16,Nhà mặt tiền,3.5m,12.73m,Tây Nam,2.0,1.0,2.0,44.50m²,63.80m²,,street house,44502.30079922499,10.822769595977977,106.68057309246522,5.165279814458503,,,,,
4J0V8F,"108 đường số 3, P.9, Q.Gò Vấp, TP.HCM",8199999.999999999,223.43,Nhà mặt tiền,4.15m,14m,Tây Bắc,2.0,3.0,4.0,36.70m²,118.60m²,5.2m,street house,36700.532605290246,10.830802959351027,106.67168796636777,6.386373164820826,,,,,
6QT5C8,"đường số 19, P.Bình Trị Đông B, Q.Bình Tân, TP.HCM",15700000.0,174.44,Nhà mặt tiền,4.5m,20m,Nam,4.0,4.0,4.0,90m²,244.80m²,16m,street house,90002.29305205228,10.777950660486324,106.61405784235565,9.295248572221697,,,,,
2MS17Z,"124 Lê Niệm, P.Phú Thạnh, Q.Tân Phú, TP.HCM",10500000.0,116.15,Nhà mặt tiền,6.05m,14.95m,Nam,1.0,1.0,1.0,90.40m²,77.40m²,12m,street house,90400.3443822643,10.78628473063977,106.62959225993751,7.627915433456911,,,,,
0G1FW9,"47-47A đường Lý Chiêu Hoàng, P.10, Q.6, TP.HCM",33500000.0,107.47,Nhà mặt tiền,7.98m,38m,Đông Bắc,5.0,5.0,5.0,277.40m²,634.30m²,24m,street house,311714.89718060853,10.739971900930586,106.63948975364117,7.861296870224916,,,,,
7KRMEA,"177 đường CN 11, P.Sơn Kỳ, Q.Tân Phú, TP.HCM",8300000.000000001,139.96,Nhà mặt tiền,4m,14.7m,Đông Nam,2.0,2.0,2.0,59.30m²,127m²,15.5m,street house,59302.65790225779,10.791823275227697,106.62092923727637,8.644500339997219,,,,,
AC4BBY,"205 Thoại Ngọc Hầu, P.Phú Thạnh, Q.Tân Phú, TP.HCM",38000000.0,198.84,Nhà mặt tiền,7.1m,28.5m,Đông Bắc,45.0,45.0,8.0,191.10m²,,15m,street house,191108.42888754778,10.796865086847783,106.62950624004051,7.834445579045287,,,,,
Q56BZU,"241 Dương Quảng Hàm, P.6, Q.Gò Vấp, TP.HCM",14000000.0,253.16,Nhà mặt tiền,3.6m,15.17m,Đông Bắc,3.0,3.0,4.0,55.30m²,207.20m²,20m,street house,55300.995417917526,10.828071854642118,106.66190453288864,6.708947742785026,,,,,
7D03DA,"28H đường số 9A, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",8400000.0,97.44,Nhà mặt tiền,4m,22m,Đông Nam,6.0,4.0,3.0,86.20m²,186m²,6m,street house,86206.89655172414,10.759032868278576,106.58951896274708,12.195162180348001,,,,,
7EQKDA,"Huỳnh Tấn Phát, P.Phú Thuận, Q.7, TP.HCM",12600000.0,80.76,Nhà mặt tiền,4m,16m,Nam,3.0,3.0,2.0,156m²,66.20m²,10m,street house,156017.83060921248,10.725682440270242,106.73237361084489,7.008287330276722,,,,,
7K729A,"87R Lê Văn Duyệt, P.1, Q.Bình Thạnh, TP.HCM",8180000.0,183.82,Nhà mặt tiền,2.13m,14.37m,Đông,3.0,3.0,3.0,44.50m²,95.90m²,15m,street house,44500.0544010445,10.807396343652426,106.6947453907587,3.08988255029101,,,,,
1UPDZ6,"9B Vườn Lài nối dài, P.An Phú Đông, Q.12, TP.HCM",9800000.0,119.95,Nhà mặt tiền,4.6m,36.95m,Đông Bắc,4.0,2.0,2.0,81.70m²,163.40m²,10m,street house,81700.70862859524,10.764586155480103,106.70916498223302,2.0138500590261166,,,,,
7HSJKA,"55 đường số 17B, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",11800000.0,112.38,Nhà mặt tiền,5m,21m,Tây Bắc,4.0,5.0,4.0,105m²,265.20m²,8m,street house,105000.88983804948,10.750341408509426,106.60620902473431,10.661531550636164,,,,,
GNCFY2,"1A Đường Thạch Thị Thanh, P.Tân Định, Q.1, TP.HCM",42000000.0,551.18,Nhà mặt tiền,7.1m,18.88m,Đông Bắc,7.0,7.0,5.0,76.20m²,,8m,street house,76200.15240030481,10.785854588374956,106.70462131315706,0.90826798235061,,,,,
Q7AQJU,"F12, đường Số 30, P.9, Q.4, TP.HCM",10500000.0,328.12,Nhà mặt tiền,4m,8.15m,Đông Bắc,5.0,3.0,5.0,32m²,133.70m²,12m,street house,32000.487626478116,10.768767305186357,106.70273388906155,1.2843329270263217,,,,,
2NP7NZ,"Phan Văn Hớn, P.Tân Thới Nhất, Q.12, TP.HCM",13500000.0,102.27,Nhà mặt tiền,3.95m,24m,Bắc,3.0,3.0,3.0,132m²,,10m,street house,132003.52009386919,10.781641581574094,106.68719338795502,1.310512951061,,,,,
Q51A6U,"18 Đỗ Đức Dục, P.Phú Thọ Hòa, Q.Tân Phú, TP.HCM",8600000.0,120.9,Nhà mặt tiền,5.25m,14.1m,Tây Bắc,3.0,2.0,2.0,71.13m²,90.16m²,8m,street house,71133.16790736145,10.784742588158158,106.62762006571705,7.8288991937259675,,,,,
SDPUC5,"2/78B Bùi Thị Lùng, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",5500000.0,78.23,Nhà mặt tiền,5.33m,12.42m,Tây Bắc,2.0,1.0,1.0,70.30m²,48.90m²,10m,street house,70305.50939537262,10.892005286854394,106.59321257750778,16.969522667237307,,,,,
QACV1U,"A24 Khu dân cư Tạ Thị Ngọc Thảo Hoàng Quốc Việt, P.Phú Thuận, Q.7, TP.HCM",15800000.0,197.5,Nhà mặt tiền,5m,16m,Tây Nam,5.0,6.0,5.0,80m²,261.10m²,8m,street house,80000.0,10.725779402159786,106.72132023520622,6.452167982088028,,,,,
5H4A67,"265A1 Nguyễn Văn Đậu, P.11, Q.Bình Thạnh, TP.HCM",12500000.0,217.39,Nhà mặt tiền,4.3m,16.17m,Đông Nam,7.0,6.0,6.0,57.50m²,226.10m²,,street house,57500.34500207002,10.798208420436127,106.70001479875715,2.040729002949962,,,,,
SD7625,"255 Huỳnh Văn Bánh, P.11, Q.Phú Nhuận, TP.HCM",16800000.0,391.6,Nhà mặt tiền,3m,14.3m,Bắc,4.0,4.0,3.0,42.90m²,128.70m²,,street house,42900.919305413685,10.807950950718936,106.67949776625123,3.777365983978476,,,,,
357S1Q,"67 đường Số 44, P.14, Q.Gò Vấp, TP.HCM",12900000.0,168.18,Nhà mặt tiền,4m,26m,Đông Bắc,6.0,4.0,3.0,76.70m²,210.50m²,6m,street house,76703.53193007491,10.814883207638278,106.66405988584627,5.4494690053143815,,,,,
Q75ZKU,"1504 Trường Sa, P.3, Q.Tân Bình, TP.HCM",10550000.0,432.37,Nhà mặt tiền,4.4m,6.67m,Nam,3.0,3.0,4.0,24.40m²,82.30m²,10m,street house,24400.397807433448,10.793520439687475,106.64780164800023,5.804749038635598,,,,,
Q5Q5TU,"Bắc Hải, P.6, Q.Tân Bình, TP.HCM",10700000.0,356.66,Nhà mặt tiền,2.9m,20m,Đông Nam,2.0,2.0,2.0,30m²,72.40m²,5m,street house,30000.56075814501,10.786497277972552,106.65160812281574,5.239031112875541,,,,,
5HCDS7,"62 Thạnh Lộc 15, P.Thạnh Lộc, Q.12, TP.HCM",7500000.0,125.2,Nhà mặt tiền,5m,12m,Đông Bắc,6.0,6.0,5.0,59.90m²,248.60m²,,street house,59904.15335463259,10.773708184159913,106.71285714491076,1.6551174405459355,,,,,
PNAVXG,"560 Phạm Văn Chiêu, P.16, Q.Gò Vấp, TP.HCM",13900000.0,232.83,Nhà mặt tiền,3.82m,22.47m,Bắc,6.0,7.0,5.0,59.70m²,241.70m²,,street house,59700.21045397929,10.821680913925794,106.68405396142806,4.915062716189366,,,,,
PT8AKG,"99A Trần Văn Đang, P.9, Q.3, TP.HCM",3580000.0,246.89,Nhà mặt tiền,2.39m,6.38m,Bắc,3.0,4.0,4.0,14.50m²,14.50m²,4.35m,street house,14500.384786747136,10.77169290971667,106.67531567963223,2.743522495763773,,,,,
U7J8XS,"141 đường số 6, P.Bình Trưng Tây, TP.Thủ Đức, TP.HCM",31000000.0,96.0,Nhà mặt tiền,9.8m,33m,Đông,1.0,1.0,1.0,322.90m²,322.90m²,,street house,322916.6666666667,10.852408018278592,106.74798477387513,9.65359861156128,,,,,
6SHFY8,"125 Huỳnh Văn Bánh, P.15, Q.Phú Nhuận, TP.HCM",11100000.0,458.67,Nhà mặt tiền,3.9m,6.3m,Tây Bắc,8.0,4.0,5.0,24.20m²,94.40m²,,street house,24200.40552030872,10.791703257654971,106.66824123327581,3.6159039526542607,,,,,
6U7T98,"Hồng Hà, P.2, Q.Tân Bình, TP.HCM",12900000.0,490.49,Nhà mặt tiền,5.5m,5.1m,Nam,4.0,5.0,5.0,26.30m²,92.70m²,20m,street house,26300.230381863035,10.806763291455107,106.65136299563201,6.006525116758782,,,,,
GT0HT2,"Phạm Phú Thứ, P.11, Q.Tân Bình, TP.HCM",28000000.0,238.39,Nhà mặt tiền,4.05m,29m,Đông Bắc,13.0,13.0,5.0,117.45m²,447.64m²,10m,street house,117454.5912160745,10.808368958438745,106.6601003092113,5.302907236760845,,,,,
AHR31Y,"- 34 Cống Hộp Rạch Bùng Binh, P.10, Q.3, TP.HCM",15000000.0,495.04,Nhà mặt tiền,7m,5.8m,Tây Bắc,1.0,2.0,3.0,30.30m²,61.60m²,10m,street house,30300.581771170004,10.793055316929976,106.68545663217735,2.0874898266050663,,,,,
1UDQ16,"Tam Đông 11, Xã Thới Tam Thôn, H.Hóc Môn, TP.HCM",3500000.0,73.37,Nhà mặt tiền,5.6m,19.36m,Đông,2.0,1.0,1.0,47.70m²,32.50m²,6m,street house,47703.42101676434,10.894226935611151,106.59589370334585,16.9536595548431,,,,,
W9EUGR,"138-138A Đường Lê Lai, P.Phạm Ngũ Lão, Q.1, TP.HCM",450000000.0,998.66,Nhà mặt tiền,12.85m,31.37m,Nam,1.0,3.0,3.0,450.60m²,393m²,,street house,450603.80910419964,10.763495640326749,106.69688646879612,1.81697571223394,,,,,
Q701GU,"46 đường số 4, P.11, Q.Gò Vấp, TP.HCM",8800000.0,185.26,Nhà mặt tiền,3.5m,15.63m,Tây Bắc,3.0,4.0,4.0,47.50m²,118.60m²,4.11m,street house,47500.80967289215,10.835375230676597,106.68502799004014,6.336753522094628,,,,,
AHS01Y,"đường số 12, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",7150000.0,123.06,Nhà mặt tiền,4.43m,13.17m,Đông Bắc,3.0,5.0,2.0,58.10m²,118.90m²,10m,street house,58101.738989111,10.756558526535985,106.59916505391192,11.220309922234573,,,,,
CFZV4B,"11 Đỗ Thị Tâm, P.Tân Quý, Q.Tân Phú, TP.HCM",6300000.0,108.62,Nhà mặt tiền,3.95m,14.8m,Đông,3.0,2.0,2.0,58m²,,8m,street house,58000.368256306385,10.786210693277912,106.61428412983314,9.295372760974201,,,,,
37Y51Q,"177 Phạm Văn Đồng, P.1, Q.Gò Vấp, TP.HCM",12300000.0,247.48,Nhà mặt tiền,3.96m,16.48m,Đông Nam,5.0,3.0,4.0,49.70m²,170.90m²,,street house,49700.98593825764,10.824562510008853,106.6850733300714,5.182760432367492,,,,,
CW4U6B,"453 Nguyễn Văn Khối, P.12, Q.Gò Vấp, TP.HCM",35500000.0,185.66,Nhà mặt tiền,8.03m,26.45m,Đông Bắc,1.0,1.0,2.0,191.20m²,155.34m²,7.82m,street house,191209.73823117526,10.813066968490165,106.67480925422811,4.535198079507035,,,,,
U73BTS,"48 Nguyễn Văn Lượng, P.17, Q.Gò Vấp, TP.HCM",12000000.0,335.19,Nhà mặt tiền,3.5m,12.7m,Nam,4.0,5.0,4.0,35.80m²,105.90m²,18m,street house,35800.59070974671,10.822266252845031,106.66309392047305,6.125643787458128,,,,,
2MDJPZ,"485/2 Lê Trọng Mân, TT.Cần Thạnh, H.Cần Giờ, TP.HCM",6800000.0,70.1,Nhà mặt tiền,6m,17.95m,Đông Nam,3.0,2.0,2.0,97m²,,10m,street house,97004.27960057062,10.398557645836224,106.91377625648441,48.274890451824376,,,,,
7D6WBA,"57 đường số 35, P.Hiệp Bình Chánh, TP.Thủ Đức, TP.HCM",8189999.999999999,109.2,Nhà mặt tiền,7.94m,9.49m,Đông Bắc,4.0,3.0,3.0,75m²,141.19m²,4m,street house,74999.99999999999,10.836809630626238,106.7498514916414,8.40699136274296,,,,,
02ERS9,"Nam Kỳ Khởi Nghĩa, P.Võ Thị Sáu, Q.3, TP.HCM",11000000.0,692.44,Nhà mặt tiền,2.45m,7.2m,Đông,3.0,4.0,5.0,17.20m²,86.40m²,,street house,15885.852925885274,10.783645459054908,106.69517359164517,0.6000373219599242,,,,,
UAMPYS,"Diệp Minh Châu, P.Tân Sơn Nhì, Q.Tân Phú, TP.HCM",13000000.0,144.28,Nhà mặt tiền,4.43m,24.15m,Tây Bắc,2.0,2.0,2.0,90.10m²,121.80m²,20m,street house,90102.57831993347,10.797035612113486,106.63596256980537,7.156220932539994,,,,,
AKXM4Y,"105/12 Đường TL 37, P.Thạnh Lộc, Q.12, TP.HCM",2750000.0,58.76,Nhà mặt tiền,2.68m,16.23m,Tây Bắc,1.0,1.0,1.0,46.80m²,,4.78m,street house,46800.54458815521,10.778777924347027,106.70750483718415,0.9337636570619954,,,,,
W9F72R,"7 đường số 16, Xã Phong Phú, H.Bình Chánh, TP.HCM",11500000.0,94.41,Nhà mặt tiền,6.99m,19m,Bắc,9.0,9.0,6.0,121.80m²,361.20m²,,street house,121809.13038873002,10.675408259724119,106.60418152256285,15.522100534792365,,,,,
CYSSBC,"Huỳnh Tấn Phát, P.Phú Mỹ, Q.7, TP.HCM",18500000.0,85.71,Nhà mặt tiền,7.47m,30.64m,Tây,1.0,1.0,2.0,82.60m²,122.80m²,15m,street house,215844.12553961034,10.719918534934932,106.73477088904426,7.6899417981794125,,,,,
AFG0FY,"9 đường số 37, P.4, Q.4, TP.HCM",15800000.0,303.84,Nhà mặt tiền,5.3m,10.5m,Tây Nam,6.0,5.0,4.0,52m²,,,street house,52001.053185887315,10.746187905052288,106.69193237540316,3.796445738909317,,,,,
U73NAS,"432 Trần Văn Giàu, P.Tân Tạo, Q.Bình Tân, TP.HCM",11500000.0,141.97,Nhà mặt tiền,4.5m,18m,Nam,1.0,1.0,1.0,81m²,81m²,,street house,81003.02880890328,10.769062731128484,106.60893435460883,9.924646353811564,,,,,
U72F2S,"16 đường số 4, Xã Phước Lộc, H.Nhà Bè, TP.HCM",14500000.0,109.84,Nhà mặt tiền,11m,12m,Đông Nam,4.0,4.0,3.0,132m²,219.20m²,14m,street house,132010.19664967226,10.70476368998064,106.74045170399518,9.454731387952874,,,,,
3YN42Q,"16 Nguyễn Thị Tươi, Tân Bình, Dĩ An, TP.HCM",2850000.0,48.3,Nhà mặt tiền,4.4m,,,2.0,2.0,1.0,,59m²,,street house,59006.21118012423,10.793568078784938,106.65902721504382,4.632751519685716,,,,,
ABBGXY,"2 đường số 23, Xã Phú Xuân, H.Nhà Bè, TP.HCM",15000000.0,89.55,Nhà mặt tiền,9m,20m,Đông Nam,4.0,3.0,3.0,167.50m²,252m²,10m,street house,167504.18760469012,10.70030677599715,106.73385076521961,9.581001214730042,,,,,
8S5S03,"đường số 14, P.Bình Hưng Hoà A, Q.Bình Tân, TP.HCM",18800000.0,94.0,Nhà mặt tiền,8m,25.03m,Tây,1.0,2.0,2.0,200m²,284.80m²,12m,street house,200000.0,10.767105887797273,106.5959300465551,11.362724447782606,,,,,
SAM225,"43 đường số 149A, P.Long Trường, TP.Thủ Đức, TP.HCM",8199999.999999999,82.0,Nhà mặt tiền,5m,20m,Nam,4.0,4.0,3.0,100m²,225m²,12m,street house,99999.99999999999,10.857637919310632,106.75025954025992,10.273544781782963,,,,,
2GM4ZN,"Quốc Lộ 13, P.Hiệp Bình Phước, TP.Thủ Đức, TP.HCM",31500000.0,203.35,Nhà mặt tiền,6m,41.18m,Tây Nam,9.0,8.0,4.0,154.90m²,101.50m²,20m,street house,154905.33562822719,10.860657879476042,106.75462168439749,10.815854413496186,,,,,
JGF8E0,"60 Nguyên Hồng, P.1, Q.Gò Vấp, TP.HCM",6200000.0,140.9,Nhà mặt tiền,2.81m,12.89m,Tây Bắc,2.0,2.0,2.0,44m²,68.52m²,5.03m,street house,44002.838892831795,10.812366591688495,106.67023700040023,4.785648932179801,,,,,
4JNKAF,"66 đường số 18, P.Bình Hưng Hòa, Q.Bình Tân, TP.HCM",8600000.0,109.97,Nhà mặt tiền,4.03m,19.66m,Đông Bắc,2.0,2.0,1.0,78.20m²,,8m,street house,78203.14631263072,10.763161920842407,106.60944720436535,9.968576723781341,,,,,
6UBZ58,"Nguyễn Ngọc Nhựt, P.Tân Quý, Q.Tân Phú, TP.HCM",34000000.0,279.83,Nhà mặt tiền,8.02m,19.04m,Tây,24.0,24.0,7.0,121.50m²,869.60m²,8.1m,street house,121502.34070685774,10.786592666685149,106.62597566790022,8.024896451670152,,,,,
49PM6F,"6 đường số 1, Xã Bình Hưng, H.Bình Chánh, TP.HCM",40000000.0,121.21,Nhà mặt tiền,15m,22m,Đông Nam,5.0,4.0,4.0,330m²,330m²,20m,street house,330005.7751010643,10.69906193568888,106.58766920536887,15.102863059583068,,,,,
RP03UJ,"62 Nguyễn Quang Diêu, P.Tân Quý, Q.Tân Phú, TP.HCM",2100000.0,250.0,Nhà mặt tiền,2.54m,3.3m,Nam,1.0,1.0,2.0,8.40m²,19.80m²,10m,street house,8400.0,10.788176595257061,106.63494538949855,7.069682608298246,,,,,
2134XZ,"49 Nguyễn Hữu Dật, P.Tây Thạnh, Q.Tân Phú, TP.HCM",10200000.0,127.15,Nhà mặt tiền,4m,20.3m,Đông,2.0,1.0,1.0,80.22m²,50.62m²,16m,street house,80220.21234762092,10.78841552606334,106.63383014563513,7.194071330464388,,,,,
AK5UEY,"23 Kênh Nước Đen, P.Tân Thành, Q.Tân Phú, TP.HCM",11900000.0,169.75,Nhà mặt tiền,5.74m,12.86m,Tây,4.0,3.0,3.0,70.10m²,187.30m²,,street house,70103.09278350516,10.782599601047561,106.63754924118551,6.730973985521082,,,,,
9T6B9P,"123 đường số 320 Bông Sao, P.5, Q.8, TP.HCM",11600000.0,181.25,Nhà mặt tiền,4m,16m,Bắc,5.0,6.0,4.0,64m²,207.30m²,10m,street house,64000.0,10.72443633331763,106.63993608112798,8.902648350152209,,,,,
1QRHM6,"Bùi Văn Thêm, P.9, Q.Phú Nhuận, TP.HCM",25500000.0,314.03,Nhà mặt tiền,5.45m,17.13m,Đông Bắc,4.0,5.0,5.0,81.20m²,360.20m²,12m,street house,81202.43288857753,10.80920615743672,106.66533598213768,4.916048313150115,,,,,
QV1KUQ,"Lê Văn Khương, P.Hiệp Thành, Q.12, TP.HCM",14500000.0,143.56,Nhà mặt tiền,5m,20m,Bắc,8.0,8.0,6.0,101m²,,5m,street house,101003.0649205907,10.775108590135316,106.70861828211487,1.1694927502173253,,,,,
YQCYD6,"5 Phan Huy Ôn, P.19, Q.Bình Thạnh, TP.HCM",22800000.0,290.07,Nhà mặt tiền,4.07m,20.57m,Tây Bắc,5.0,4.0,4.0,78.60m²,308.40m²,14m,street house,78601.7168269728,10.802610683047872,106.72257110002965,3.606123215373586,,,,,
5HMB27,"36/7B Ấp Thới Tây 1, TT.Hóc Môn, H.Hóc Môn, TP.HCM",3950000.0,34.86,Nhà mặt tiền,4m,29.13m,Đông,2.0,1.0,1.0,113.30m²,65.70m²,,street house,113310.38439472174,10.873335612609296,106.58209877086536,16.44901866697985,,,,,
YQCYD6,"5 Phan Huy Ôn, P.19, Q.Bình Thạnh, TP.HCM",22800000.0,290.07,Nhà mặt tiền,4.07m,20.57m,Tây Bắc,5.0,4.0,4.0,78.60m²,308.40m²,14m,street house,78601.7168269728,10.79809151291825,106.71042168008185,2.377617998354456,,,,,
5HMB27,"36/7B Ấp Thới Tây 1, TT.Hóc Môn, H.Hóc Môn, TP.HCM",3950000.0,34.86,Nhà mặt tiền,4m,29.13m,Đông,2.0,1.0,1.0,113.30m²,65.70m²,,street house,113310.38439472174,10.884016999408576,106.60269456697787,15.617073897589146,,,,,
85NFD3,"40/12 Đường 38, P.Hiệp Bình, TP.Thủ Đức, TP.HCM",7800000.0,150.87,Nhà mặt tiền,3.91m,11.3m,Bắc,4.0,3.0,4.0,51.70m²,177.26m²,6m,street house,51700.13919268244,10.835583085667732,106.76084135107527,9.153591492777155,,,,,
SCF8F5,"Lê Thị Trung, An Phú, Thuận An, TP.HCM",7150000.0,71.5,Nhà mặt tiền,6m,,,5.0,4.0,2.0,,100m²,,street house,100000.0,10.781770009522624,106.69448379874338,0.543329776743459,,,,,
0Z84F9,"31 Nguyễn Quý Anh, P.Tân Sơn Nhì, Q.Tân Phú, TP.HCM",10600000.0,179.35,Nhà mặt tiền,4m,14.78m,Tây Bắc,5.0,3.0,4.0,59.10m²,190.80m²,,street house,59102.31391134653,10.77784741235204,106.63728546284435,6.756072066052755,,,,,
PNRS2G,"22 đường số 14, P.Linh Đông, TP.Thủ Đức, TP.HCM",7500000.0,91.46,Nhà mặt tiền,4.7m,19.95m,Đông Nam,1.0,1.0,1.0,82m²,75.30m²,6.68m,street house,82003.06144762738,10.855116130378187,106.74401386341691,9.676425421943488,,,,,
UYZ5MS,"37 Lê Đình Thụ, P.Tân Thành, Q.Tân Phú, TP.HCM",11300000.0,200.35,Nhà mặt tiền,4m,14.1m,Đông,3.0,3.0,4.0,56.40m²,212.50m²,15m,street house,56401.2977289743,10.78976234555758,106.6116816500503,9.616266933219103,,,,,
